caption,id,image_id
This is a motorcycle that is parked near a building. ,657991,297147
Concrete stairs lead to the double doors of the house.,657996,464689
a number of business signs in a tall pole ,658173,260657
a person on a bike that is by some water,658601,395180
black and white photo of bike rider stopped by river bank watching row boat,658610,395180
a few cars that are parked out on a road,658737,367680
A person is standing with a bicycle while people row by in a boat.,658865,395180
Bicyclist on side of river watching rowers in a nanoe.,659078,395180
Two clear glass bowls full of oranges on a bar.,659171,529966
Interior bathroom shot of a glass shower and white sink fixtures.,659298,58029
"An undecorated bath room with shower, toilet and sink",659358,58029
A plane is parked in an airport field.,659828,500049
A large jetliner sitting on top of an airport tarmac.,660035,500049
A couple of glass bowls or oranges sitting on a metal counter.,660224,529966
The white bird is standing on the roof of a car.,660238,508602
The people are floating in the water in the small wooden boat.,660571,248334
A Malaysian airplane that is stationary on the runway. ,660668,500049
Two toilets sit outside with for sale signs on them.,660773,482100
A grey motorcycle on dirt road next to a building.,661609,462756
Two bowls of lemons setting on a shelf.,661784,529966
Many people ride in the wooden bench along a river.,661900,248334
A motorcycle is parked on a dirt road in front of an old farm truck selling produce.,661975,462756
a bath room with a toilet and toilet paper ,662000,129322
Group of adults and children riding in wooden boat on river.,662248,248334
A group of people riding on the back of a boat in a river.,662392,248334
a close up of a bird on top of a parked car ,662953,508602
there is a bike on a dirt road,663625,462756
an old black and white photo of cars parked near a building ,664064,567197
Trucks are parked outside of a market building.,664136,567197
Two toilets sit outside on the pavement next to a yard with many decorations.,664160,482100
An airplane is parked on a lot near hills.,664223,500049
The airplane is on the tarmac at the airport.,665336,500049
The adult giraffe is standing near a metal fence.,665409,248810
Two men herding a pack of elephants across a field.,665512,173799
A room with a large cabinet filled with white towels.,665849,370818
A bird is standing on top of a car.,665983,508602
Urinals with signs hanging over them in a restroom.,666040,348045
Two bowls of oranges are sitting on a metal surface.,666182,529966
The man is riding his motorcycle while smoking a cigarette. ,666242,461751
A dog herding a group of sheep in a meadow,666303,225184
A bathroom that has a small dividing wall next to it.,666377,129322
A little boy riding his bike and wearing a helmet,666749,210299
Motorcycle sitting on a dirt road in front of a farm house advertising produce.,666763,462756
A view of a bunch of urinals with stickers above them.,666799,348045
An old picture of a building and trucks outside the building. ,666851,567197
A toilet and sink side by side in a bathroom and a mirror. ,666896,431140
A man and a woman holding big wooden sticks with elephants in the background.,667162,173799
"A bathroom with a sink, mirror, and toilet with handicap rail.",667376,431140
A motorcycle that is sitting in the dirt.,667600,462756
There are two old trucks parked next to the building.,667679,567197
A kitchen with a very messy counter space.,667815,7574
A bathroom with a tub and a towel cabinet.,667844,370818
A kitchen that has black counters and wooden cabinets. ,667923,7574
"A little boy raveling down a road on a bike, with a yellow helmet on.",667979,210299
Three sheep and a dog standing in a field.,668070,225184
A man sitting on a motorcycle smoking a cigarette.,668102,461751
Three sheep running from a dog in the grass,668358,225184
A toilet and sink that is in a bathroom.,669086,431140
The boy wears a helmet while riding his bicycle.,669605,210299
A man on a motorcycle driving beside a van.,669848,461751
People in a hall with a camera taking a picture,669851,176857
A metallic refrigerator freezer sitting inside of a kitchen.,670002,7574
A bathroom with a white toilet and a white sink and a mirror,670100,431140
A man is riding a motorcycle on a city street. ,670436,461751
Two people stand in front of a bunch of elephants ,670513,173799
a kitchen filled with assorted items like a bottle of dish soap ,670887,7574
A TV showing two men in hats and women.   ,671034,342367
A cow standing outside of a white building with a blue entrance.,671544,545958
A narrow bathroom with little room for movement. ,671660,129322
A very tall building with trucks parked in front of it.,671705,567197
A very tall building sitting along side of a street.,672018,361142
"A bathroom with sink, mirror, and toilet in it.",672176,431140
The door of a closet is open with towels in it.,672449,370818
Kitchen utensils and appliances have been left unattended,672514,78266
A cow stands on a sidewalk outside a building. ,672540,545958
a small child wearing a helmet and riding a bike,672653,210299
two signs that are advertising a mexican restaurant.,672792,260657
A flock of sheep in the field with grass,672831,225184
a work room that looks like a dry cleaners ,672853,78266
A little boy wearing a helmet and riding a bike.,673073,210299
a group of people that are petting a cat,673076,176857
The man on the motorcycle pulled up beside the car.,673124,461751
a cabinet towels a toilet and a sink,673355,370818
"A kitchen with two sinks, a counter, detergent, a stove and a refrigerator in it.",673485,7574
a group of sheep in a field being followed by a dog,673785,225184
A bathroom with a toilet and bathtub beside a hallway.,673841,129322
A woman rides a bicycle down a narrow corridor in an indoor Asian market,674180,488592
A very cute giraffe standing by a fence.,674250,248810
A small bathroom with old toilet and tub,674399,129322
A plain white bathroom with a cupboard stocked with towels.,674408,370818
A bunch of different bikes on a wooden floor.,674410,55022
A man sitting on a toilet with a cigarette and beer can in hand.,674449,474095
A picture of a T.V. showing court room proceedings.,675294,342367
A giraffe is looking over a metal fence.,675519,248810
People are walking and riding motorcycles on the street,675587,296649
a row of bicycles for sale in a store,676222,55022
A white bathroom sink sitting under a bathroom window.,676529,90108
Some one riding a bike through a market. ,676535,488592
Guy sitting on toilet smoking a cigarette. ,676642,474095
A man sits on the toilet while smoking,676654,474095
A cow standing next to a white wall and bright blue door.,676740,545958
A large building is shown next to a busy street with cars on it.,677379,361142
A television with two men and a woman on the screen. ,677523,342367
Two elephant herders stand next to a large group of elephants in a field.,677779,173799
The cramped interior of a passenger ship's kitchen.,677839,78266
